division,edu,female,inc,rural,Polio.a,Polio.b,Polio.c,Polio.d,Polio.e,FCR.a,FCR.b,FCR.c,FCR.d,FCR.e,Durand.a,Durand.b,Durand.c,Durand.d,Durand.e,Curriculum.a,Curriculum.b,Curriculum.c,Curriculum.d,Curriculum.e
5,5,0,2,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
5,3,0,1,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
5,1,0,1,0,4,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA
5,2,0,1,0,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA
5,5,0,2,0,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA
5,5,0,3,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA
5,5,0,3,0,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5
5,4,0,1,0,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA
5,3,0,2,0,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA
5,1,0,2,0,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
5,4,0,3,0,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,5,NA,NA,NA
5,3,0,3,0,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA
11,4,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,3,NA
11,5,0,1,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,1,1,2,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA
11,3,0,2,1,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5
11,1,0,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,4,NA,NA,NA
11,4,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
11,3,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,2,0,1,1,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3
11,5,0,2,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,1,1,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA
11,1,1,3,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA
11,2,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA
11,3,1,3,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA
11,5,0,1,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,0,2,1,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,4,NA
11,2,1,1,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,1,1,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
11,5,0,2,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,2,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,5,0,2,1,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA
11,1,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,4,NA
11,5,0,2,0,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA
11,1,1,1,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
11,1,1,1,1,5,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA
11,5,0,3,0,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3
11,1,0,1,0,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA
11,5,0,2,1,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA
11,1,1,3,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,3,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,2,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,3,1,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA
11,1,1,2,1,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4
11,4,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
11,2,1,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,4,NA,NA,NA
11,2,1,1,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,5,0,1,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
11,3,0,1,1,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,3,NA,NA,NA
11,5,0,3,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
11,4,0,2,1,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA
11,1,1,3,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
11,3,0,2,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,2,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5
11,5,0,2,0,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA
11,5,0,2,0,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4
11,3,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,1,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,2,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2
11,1,0,1,1,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
11,5,0,2,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA
11,1,1,2,1,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA
11,1,1,3,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,2,1,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2
11,5,0,2,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,1,1,NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA
11,1,1,1,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,3,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA
11,2,1,2,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA
11,2,0,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,1,3,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,2,1,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA
11,5,0,2,1,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4
11,1,1,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
11,2,0,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,5,NA,NA
11,4,0,1,0,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA
11,5,0,2,0,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
11,2,0,2,1,NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA
11,1,1,2,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,1,1,1,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,1,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,2,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,0,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2,NA,NA
11,1,1,2,1,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3
11,1,1,3,1,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2
11,1,1,1,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA
11,5,0,3,0,NA,NA,NA,5,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,2,NA,NA,NA
11,1,1,1,1,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA
11,2,0,2,1,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA
11,1,1,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,4,NA,NA
11,4,0,1,0,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA
11,3,0,2,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
11,5,0,2,1,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA
11,1,1,1,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,1,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
11,2,0,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,2,NA,NA,NA
11,5,0,2,0,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,NA
11,1,1,3,1,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA
11,2,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,3,0,1,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,0,2,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
11,4,0,2,1,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA
11,5,0,2,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,1,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,2,NA
11,2,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
11,2,0,2,1,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA
11,4,0,2,0,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5
11,1,1,1,1,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA
11,1,1,1,1,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,NA,NA
11,1,1,1,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
11,2,0,2,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,5,0,2,0,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3
11,1,0,2,1,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,2,NA
11,1,0,2,1,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,4,NA,NA,NA
11,1,1,3,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,2,0,2,1,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4
11,3,0,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,5,NA
11,1,1,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,4,NA,NA
11,5,0,2,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,0,2,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA
11,2,0,3,1,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,1,1,3,1,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA
11,1,1,2,1,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2
11,1,1,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,0,3,1,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA
11,2,0,2,1,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA
11,5,0,2,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,1,2,1,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA
11,1,1,3,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA
11,4,0,1,0,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
11,5,0,2,0,5,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,2,1,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA
11,4,0,2,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
11,1,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
11,1,1,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
11,1,1,3,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
21,1,0,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
21,3,0,2,1,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA
21,2,0,2,1,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA
21,1,1,2,0,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
21,3,0,2,1,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA
21,1,1,2,0,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,2,NA,NA
21,3,0,2,1,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4
21,2,0,2,1,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA
21,2,0,2,1,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
21,1,0,2,1,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA
21,2,1,2,0,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,3,NA
21,2,0,2,1,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA
21,2,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
21,1,0,2,1,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA
21,3,0,2,1,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4
21,2,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
21,2,1,2,0,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3
21,1,1,2,0,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
21,2,1,2,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
21,3,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
21,2,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
21,2,1,2,1,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA
21,2,0,2,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
21,2,1,2,1,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA
21,2,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
21,1,0,2,1,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA
21,1,1,2,0,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3
21,2,0,2,1,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,4,NA
21,1,0,2,1,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA
21,3,0,2,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
21,1,1,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
21,1,1,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,3,NA
21,2,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
21,2,0,2,1,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4
21,2,1,2,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,3,NA
21,2,1,2,0,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
21,2,1,2,0,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
21,2,0,2,1,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4
21,1,1,2,0,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
21,1,1,2,0,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
21,4,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
21,1,1,2,0,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2
21,1,1,2,0,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
21,1,1,2,0,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA
21,2,0,2,1,3,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
21,2,1,2,1,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3
21,1,0,2,1,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3
21,2,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA
21,1,1,2,0,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
21,4,0,2,1,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA
21,2,0,2,1,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA
21,1,1,2,0,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA
21,2,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
21,2,1,2,1,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
21,1,1,2,0,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3
21,1,1,2,0,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
21,2,0,2,1,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
21,1,1,2,1,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA
21,1,0,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
21,2,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
21,1,0,2,1,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3
21,2,0,2,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
21,2,1,2,1,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
21,1,1,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
21,1,0,2,1,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,4,NA,NA
21,2,1,2,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
21,1,1,2,0,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
21,1,0,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA
21,2,0,2,1,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3
21,2,1,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,3,NA,NA
